Title,Content
Plastic recycling,"The reduction in polymer quality can be offset by mixing recycled and new materials. Compatibilised plastics can be used as a replacement for virgin material, as it is possible to produce them with the right melt flow index needed for good results. Low quality mixed plastics can be recycled in an open-loop, although  demand for such products is limited. When these are mixed during reprocessing the result is usually an unappealing dark-brown. These blends find use as outdoor furniture or plastic lumber. As the material is weak, but of low cost, it is produced in thick planks to provide material strength."
Plastic recycling,"Thermosets
Although thermoset polymers do not melt, technologies have been developed for their mechanical recycling. This usually involves breaking the material down to small particles (crumbs), which can then be mixed with a binding agent to form a composite material. For instance, polyurethanes can be recycled as reconstituted crumb foam."
Plastic recycling,Feedstock recycling
Plastic recycling,"In feedstock recycling, also called chemical recycling or tertiary recycling, polymers are reduced to their chemical building-blocks (monomers), which can then be polymerised back into fresh plastics. In theory, this allows for near infinite recycling; as impurities, additives, dyes and chemical defects are completely removed with each cycle. In practice, chemical recycling is far less common than mechanical recycling. Implementation is limited because technologies do not yet exist to reliably depolymerise all polymers on an industrial scale and also because the equipment and operating costs are much higher. In 2018 Japan had one of the highest rates in the world at ~4%, compared to 23% mechanical recycling, in the same period Germany, another major recycler, reported a feedstock recycling rate of 0.2%. Depolymerising, purifying and re-polymerising the plastic can also be energy intensive, leading to the carbon footprint of feedstock recycling normally being higher than that of"
Plastic recycling,"leading to the carbon footprint of feedstock recycling normally being higher than that of mechanical recycling. PET, PU and PS are depolymerised commercially to varying extents, but the feedstock recycling of polyolefins, which make-up nearly half of all plastics, is much more limited."
Plastic recycling,"Thermal depolymerisation
Certain polymers like PTFE, polystyrene, nylon 6, and polymethylmethacrylate (PMMA) undergo thermal depolymerisation when heated to sufficiently high temperatures. The reactions are sensitive to impurities and require clean and well sorted waste to produce a good product. Even then, not all depolymerisation reactions are completely efficient and some competitive pyrolysis is often observed; the monomers, therefore, require purification before reuse. The feedstock recycling of polystyrene has been commercialised, but global capacity remains fairly limited."
Plastic recycling,"Chemical depolymerisation
Condensation polymers bearing cleavable groups such as esters and amides can be completely depolymerised by hydrolysis or solvolysis. This can be a purely chemical process but may also be promoted by enzymes such as PETase. Such technologies have lower energy costs than thermal depolymerisation but are not available for all polymers. Polyethylene terephthalate has been the most heavily studied polymer, and has reached commercial scale."
Plastic recycling,"Energy recovery
Energy recovery, also called energy recycling or quaternary recycling, involves burning waste plastic in place of fossil fuels for energy production. It is included in the recycling data reported by many countries, although it is not considered recycling by the EU. It is distinct from incineration without energy recovery, which is historically more common, but which does not reduce either plastic production or fossil fuel use."
Plastic recycling,"Energy recovery is often the waste management method of last resort, a position previously held by landfill. In urban areas a lack of suitable sites for new landfills can drive this, but it is also driven by regulation, such as the EU's Landfill Directive or other landfill diversion policies. Compared to the other recycling options, its appeal is largely economic. If the correct technologies are used, then the plastics do not need to be separated, or from other municipal solid waste (garbage), which reduces costs. Compared to the sometimes variable market for recyclables, demand for electricity is universal and better understood, reducing the perceived financial risk. As a means of waste management, it is highly effective, reducing the volume of waste by about 90%, with the residues sent to landfill or used to make cinder block. Although its CO2 emissions are high, comparing its overall ecological desirability to other recycling technologies is difficult. For instance, while recycling"
Plastic recycling,"ecological desirability to other recycling technologies is difficult. For instance, while recycling greatly reduces greenhouse gas emissions compared to incineration, it is an expensive way of achieving these reductions when compared to investing in renewable energy."
Plastic recycling,"Plastic waste may be burnt as refuse-derived fuel (RDF), or it may be chemically converted to a synthetic fuel first. In either approach PVC must be excluded or compensated for by installing dechlorination technologies, as it generates large amounts of hydrogen chloride (HCl) when burnt. This can corrode equipment and cause undesirable chlorination of fuel products. Burning has long been associated with the release of  harmful dioxins and dioxin-like compounds, however these hazards can be abated by the use of advanced combustors and emission control systems. Incineration with energy recovery remains the most common method, with more advanced waste-to-fuel technologies such as pyrolysis hindered by technical and cost hurdles."
Plastic recycling,"Waste-to-fuel
Mixed plastic waste can be depolymerized to give a synthetic fuel. This has a higher heating value than the starting plastic and can be burnt more efficiently, although it remains less efficient than fossil fuels. Various conversion technologies have been investigated, of which pyrolysis is the most common. Conversion can take place as part of incineration in an IGC cycle, but often the aim is to collect the fuel to sell it. Pyrolysis of mixed plastics can give a fairly broad mix of chemical products (between 1 and 15 carbon atoms) including gases and aromatic liquids. Catalysts can give a better-defined product with a higher value. Liquid products can be used as synthetic diesel fuel, with commercial production in several countries. Life-cycle analysis shows that plastic-to-fuel can displace fossil fuels and lower net greenhouse gas emissions (~15% reduction)."
Plastic recycling,"Compared to the widespread practise of incineration, plastic-to-fuel technologies have struggled to become economically viable."
Plastic recycling,"Other uses
Coke replacement
Many kinds of plastic can be used as a carbon source (in place of coke) in scrap steel recycling, with roughly 200,000 tonnes of waste plastics processed each year in Japan."
Plastic recycling,"Construction and concrete
The use of recovered plastics in engineering materials is gaining ground. Ground plastic may be used as a construction aggregate or filler material in certain applications. While generally unsuitable in structural concrete, plastic's inclusion in asphalt concrete, (forming rubberised asphalt), subbase and recycled insulation can be beneficial. An example of this is the construction of plastic roads. These may be made entirely of plastic or can incorporate significant amounts of plastic. The practice is popular in India, which by 2021 had constructed some 700 km (435 miles) of highways. It may allow the leaching of plastic additives into the environment. Research is ongoing to use plastics in various forms in cementitious materials such as concrete. Densifying plastic materials such as PET and plastic bags and then using them to partially replace aggregate and depolymerizing PET to use as a polymeric binder to enhance concrete are under study."
Plastic recycling,"Criticism
Plastic recycling research showed that most plastic could currently not be economically recycled. This has resulted in occasions where plastic waste dropped into recycling bins has not been recycled, and been treated as general waste.
Resin identification codes are based on the recycling symbol, but have drawn criticism, as they imply that marked items are always recyclable when this may not be true.

See also
Economics of plastics processing
Electronic waste
Microplastics
Mobro 4000
Phase-out of lightweight plastic bags
Plastics 2020 Challenge

Sources
This article incorporates text from a free content work. Licensed under Cc BY-SA 3.0 IGO (license statement/permission). Text taken from Drowning in Plastics – Marine Litter and Plastic Waste Vital Graphics​, United Nations Environment Programme.

References
External links
ISF's Plastics Recovery Manual"
Electronic waste,"Electronic waste (or e-waste) describes discarded electrical or electronic devices. It is also commonly known as waste electrical and electronic equipment (WEEE) or end-of-life (EOL) electronics.  Used electronics which are destined for refurbishment, reuse, resale, salvage recycling through material recovery, or disposal are also considered e-waste. Informal processing of e-waste in developing countries can lead to adverse human health effects and environmental pollution. The growing consumption of electronic goods due to the Digital Revolution and innovations in science and technology, such as bitcoin, has led to a global e-waste problem and hazard. The rapid exponential increase of e-waste is due to frequent new model releases and unnecessary purchases of electrical and electronic equipment (EEE), short innovation cycles and low recycling rates, and a drop in the average life span of computers."
Electronic waste,"Electronic scrap components, such as CPUs, contain potentially harmful materials such as lead, cadmium, beryllium, or brominated flame retardants. Recycling and disposal of e-waste may involve significant risk to the health of workers and their communities."
Electronic waste,"Definition
When an electronic product is thrown away after its useful life is over, it produces electronic trash, or e-waste. With new technologies such as laptops, cellphones and tablets, older technology is breaking adding to a higher amount of e-waste. E-waste is produced in vast quantities as a result of the consumption-driven society and the quick development of technology.
In the US, the United States Environmental Protection Agency (EPA) classifies e-waste into ten categories:"
Electronic waste,"These include used electronics which are destined for reuse, resale, salvage, recycling, or disposal as well as re-usables (working and repairable electronics) and secondary raw materials (copper, steel, plastic, or similar). The term ""waste"" is reserved for residue or material which is dumped by the buyer rather than recycled, including residue from reuse and recycling operations, because loads of surplus electronics are frequently commingled (good, recyclable, and non-recyclable). Several public policy advocates apply the term ""e-waste"" and ""e-scrap"" broadly to apply to all surplus electronics. Cathode ray tubes (CRTs) are considered one of the hardest types to recycle.
Using a different set of categories, the Partnership on Measuring ICT for Development defines e-waste in six categories:"
Electronic waste,"Products in each category vary in longevity profile, impact, and collection methods, among other differences. Around 70% of toxic waste in landfills is electronic waste.
CRTs have a relatively high concentration of lead and phosphors (not to be confused with phosphorus), both of which are necessary for the display.  The United States Environmental Protection Agency (EPA) includes discarded CRT monitors in its category of ""hazardous household waste"" but considers CRTs that have been set aside for testing to be commodities if they are not discarded, speculatively accumulated, or left unprotected from weather and other damage. These CRT devices are often confused between the DLP Rear Projection TV, both of which have a different recycling process due to the materials of which they are composed."
Electronic waste,"The EU and its member states operate a system via the European Waste Catalogue (EWC) – a European Council Directive, which is interpreted into ""member state law"". In the UK, this is in the form of the List of Wastes Directive. However, the list (and EWC) gives a broad definition (EWC Code 16 02 13*) of what is hazardous electronic waste, requiring ""waste operators"" to employ the Hazardous Waste Regulations (Annex 1A, Annex 1B) for refined definition. Constituent materials in the waste also require assessment via the combination of Annex II and Annex III, again allowing operators to further determine whether waste is hazardous."
Electronic waste,"Debate continues over the distinction between ""commodity"" and ""waste"" electronics definitions. Some exporters are accused of deliberately leaving difficult-to-recycle, obsolete, or non-repairable equipment mixed in loads of working equipment (though this may also come through ignorance, or to avoid more costly treatment processes). Protectionists may broaden the definition of ""waste"" electronics in order to protect domestic markets from working secondary equipment."
Electronic waste,"The high value of the computer recycling subset of electronic waste (working and reusable laptops, desktops, and components like RAM) can help pay the cost of transportation for a larger number of worthless pieces than what can be achieved with display devices, which have less (or negative) scrap value. A 2011 report, ""Ghana E-waste Country Assessment"", found that of 215,000 tons of electronics imported to Ghana, 30% was brand new and 70% was used. Of the used product, the study concluded that 15% was not reused and was scrapped or discarded. This contrasts with published but uncredited claims that 80% of the imports into Ghana were being burned in primitive conditions.
Bitcoin has been found to produce large amounts of e-waste, adding up to 30.7 metric kilotons as of May, 2021. This amount of e-waste is similar to that of a small country such as Denmark. This has brought up controversies regarding the sustainability of Bitcoin and other cryptocurrencies."
Electronic waste,"Quantity
E-waste is considered the ""fastest-growing waste stream in the world"". A study in 2024 highlights that nearly 62 million tons are generated globally every year with only 22.3% formally documented as being collected and recycled, with the rest often processed informally in developing countries, posing serious health and environmental risks. thus the name 'tsunami of e-waste' given by the UN. An estimated $60 Billion USD of key raw materials are lost in the current recycling models.
Rapid changes in technology, changes in media (tapes, software, MP3), falling prices, and planned obsolescence have resulted in a fast-growing surplus of electronic waste around the globe. Truly circular technical solutions are very limited, but in most cases, a legal framework, a collection, logistics, and other services need to be implemented before a technical solution can be applied."
Electronic waste,"Display units (CRT, LCD, LED monitors), processors (CPU, GPU, or APU chips), memory (DRAM or SRAM), and audio components have different useful lives.  Processors are most frequently out-dated (by software no longer being optimized) and are more likely to become ""e-waste"" while display units are most often replaced while working without repair attempts, due to changes in wealthy nation appetites for new display technology. This problem could potentially be solved with modular smartphones (such as the Phonebloks concept). These types of phones are more durable and have the technology to change certain parts of the phone making them more environmentally friendly. Being able to simply replace the part of the phone that is broken will reduce e-waste."
Electronic waste,"An estimated 50 million tons of e-waste are produced each year. The USA discards 30 million computers each year and 100 million phones are disposed of in Europe each year. The Environmental Protection Agency estimates that only 15–20% of e-waste is recycled, the rest of these electronics go directly into landfills and incinerators."
Electronic waste,"According to a report by UNEP titled, ""Recycling – from e-waste to Resources,"" the amount of e-waste being produced – including mobile phones and computers – could rise by as much as 500 percent over the next decade in some countries, such as India.  The United States is the world leader in producing electronic waste, tossing away about 3 million tons each year. China already produces about 10.1 million tons (2020 estimate) domestically, second only to the United States. And, despite having banned e-waste imports, China remains a major e-waste dumping ground for developed countries."
Electronic waste,"Cell phones have become todays top source of electronic waste, and the US Environmental Protection Agency (EPA) is taking steps to encourage consumers to recycle or donate these products instead of adding them to landfills. Electrical waste contains hazardous but also valuable and scarce materials. Up to 60 elements can be found in complex electronics. Concentration of metals within the electronic waste is generally higher than a typical ore, such as copper, aluminium, iron, gold, silver, and palladium. As of 2013, Apple has sold over 796 million iDevices (iPod, iPhone, iPad). Cell phone companies make cell phones that are not made to last so that the consumer will purchase new phones. Companies give these products such short lifespans because they know that the consumer will want a new product and will buy it if they make it. In the United States, an estimated 70% of heavy metals in landfills comes from discarded electronics."
Electronic waste,"While there is agreement that the number of discarded electronic devices is increasing, there is considerable disagreement about the relative risk (compared to automobile scrap, for example), and strong disagreement whether curtailing trade in used electronics will improve conditions, or make them worse.  According to an article in Motherboard, attempts to restrict the trade have driven reputable companies out of the supply chain, with unintended consequences."
Electronic waste,E-waste data 2016
Electronic waste,"In 2016, Asia was the territory that had  the most extensive volume of e-waste (18.2 Mt), accompanied by Europe (12.3 Mt), America (11.3 Mt), Africa (2.2 Mt), and Oceania (0.7 Mt). The smallest in terms of total e-waste made, Oceania was the largest generator of e-waste per capita (17.3 kg/inhabitant), with hardly 6% of e-waste cited to be gathered and recycled. Europe is the second broadest generator of e-waste per citizen, with an average of 16.6 kg/inhabitant; however, Europe bears the loftiest assemblage figure (35%). America generates 11.6 kg/inhabitant and solicits only 17% of the e-waste caused in the provinces, which is commensurate with the assortment count in Asia (15%). However, Asia generates fewer e-waste per citizen (4,2 kg/inhabitant). Africa generates only 1.9 kg/inhabitant, and limited information is available on its collection percentage. The record furnishes regional breakdowns for Africa, Americas, Asia, Europe, and Oceania. The phenomenon somewhat illustrates the"
Electronic waste,"breakdowns for Africa, Americas, Asia, Europe, and Oceania. The phenomenon somewhat illustrates the modest number figure linked to the overall volume of e-waste made that  41 countries have administrator e-waste data. For 16 other countries, e-waste volumes were collected from exploration and evaluated. The outcome of a considerable bulk of the e-waste (34.1 Metric tons) is unidentified. In countries where there is no national E-waste constitution in the stand, e-waste is possible interpreted as an alternative or general waste. This is land-filled or recycled, along with alternative metal or plastic scraps. There is the colossal compromise that the toxins are not drawn want of accordingly, or they are chosen want of by an informal sector and converted without well safeguarding the laborers while venting the contaminations in e-waste. Although the e-waste claim is on the rise, a flourishing quantity of countries are embracing e-waste regulation. National e-waste governance orders"
Electronic waste,"quantity of countries are embracing e-waste regulation. National e-waste governance orders enclose 66% of the world population, a rise from 44% that was reached in 2014"
Electronic waste,E-waste data 2019
Electronic waste,"In 2019, an enormous volume of e-waste (53.6 Mt, with a 7.3 kg per capita average) was generated globally. This is projected to increase to 74 Mt by 2030. Asia still remains the largest contributor of a significant volume of electronic waste at 24.9 Mt, followed by the Americas (13.1 Mt), Europe (12 Mt), and Africa and Oceania at 2.9 Mt and 0.7 Mt, respectively. In per capita generation, Europe came first with 16.2 kg, and Oceania was second largest generator at 16.1 kg, and followed by the Americas. Africa is the least generator of e-waste per capita at 2.5 kg. Regarding the collection and recycling of these waste, the continent of Europe ranked first (42.5%), and Asia came second (11.7%). The Americas and Oceania are next (9.4% and 8.8% respectively), and Africa trails behind at 0.9%. Out of the 53.6 Metric tons generated e-waste globally, the formally documented collection and recycling was 9.3%, and the fate of 44.3% remains uncertain, with its whereabouts and impact to the"
Electronic waste,"recycling was 9.3%, and the fate of 44.3% remains uncertain, with its whereabouts and impact to the environment varying across different regions of the world. However, the number of countries with national e-waste legislation, regulation or policy, have increased since 2014, from 61 to 78. A great proportion of undocumented commercial and domestic waste get mixed with other streams of waste like plastic and metal waste, implying that fractions which are easily recyclable might be recycled, under conditions considered to be inferior without depollution and recovery of all materials considered valuable."
Electronic waste,"E-waste data 2021
In 2021, an estimated of 57.4 Mt of e-waste was generated globally. According to estimates in Europe, where the problem is best studied, 11 of 72 electronic items in an average household are no longer in use or broken. Annually per citizen, another 4 to 5 kg of unused electrical and electronic products are hoarded in Europe prior to being discarded. In 2021, less than 20 percent of the e-waste is collected and recycled."
Electronic waste,E-waste data 2022
Electronic waste,"In 2022, an increase of 3.4% was estimated of the generated e-waste globally, hitting 59.4Mt, which made the total unrecycled e-waste on earth to 2022 is over 347 Mt.  The transboundary flow of e-waste has gained attention from the public due to a number of worrisome headlines, but global study on the volumes and trading routes has not yet been conducted. According to the Transboundary E-waste Flows Monitor, 5.1 Mt (or slightly under 10% of the 53.6 Mt of global e-waste) crossed international boundaries in 2019. This study divides transboundary movement of e-waste into regulated and uncontrolled movements and takes into account both the receiving and sending regions in order to better comprehend the implications of such movement. Of the 5.1 Mt, 1.8 Mt of the transboundary movement is sent under regulated conditions, while 3.3 Mt of the transboundary movement is delivered under uncontrolled conditions because used EEE or e-waste may encourage unlawful movements and provide a risk to"
Electronic waste,conditions because used EEE or e-waste may encourage unlawful movements and provide a risk to the proper management of e-waste.
Electronic waste,E-waste legislative frameworks
Electronic waste,"The European Union (EU) has addressed the issue of electronic Waste by introducing two pieces of legislation. The first, the Waste Electrical and Electronic Equipment Directive (WEEE Directive) came into force in 2003. The main aim of this directive was to regulate and motivate electronic waste recycling and re-use in member states at that moment. It was revised in 2008, coming into force in 2014.[1] Furthermore, the EU has also implemented the Directive on the restriction of the use of certain hazardous substances in electrical and electronic equipment from 2003.[2] This documents was additionally revised in 2012.[3] When it comes to Western Balkan countries, North Macedonia has adopted a Law on Batteries and Accumulators in 2010, followed by the Law on Management of electrical and electronic equipment in 2012. Serbia has regulated management of special waste stream, including electronic waste, by National waste management strategy (2010–2019).[4] Montenegro has adopted Concessionary"
Electronic waste,"waste, by National waste management strategy (2010–2019).[4] Montenegro has adopted Concessionary Act concerning electronic waste with ambition to collect 4 kg of this waste annually per person until 2020.[5]  Albanian legal framework is based on the draft act on waste from electrical and electronic equipment from 2011 which focuses on the design of electrical and electronic equipment. Contrary to this, Bosnia and Herzegovina is still missing a law regulating electronic waste."
Electronic waste,"As of October 2019, 78 countries globally have established either a policy, legislation or specific regulation to govern e-waste. However, there is no clear indication that countries are following the regulations. Regions such as Asia and Africa are having policies that are not legally binding and rather only programmatic ones. Hence, this poses as a challenge that e-waste management policies are yet not fully developed by globally by countries. For example, in the EU research has shown that legislation against e-waste lead to exports of e-waste increasing."
Electronic waste,"Solving the e-waste Problem (StEP) initiative
Solving the E-waste Problem is a membership organization that is part of United Nations University and was created to develop solutions to address issues associated with electronic waste. Some of the most eminent players in the fields of Production, Reuse and Recycling of Electrical and Electronic Equipment (EEE), government agencies and NGOs as well as UN Organisations count themselves among its members. StEP encourages the collaboration of all stakeholders connected with e-waste, emphasizing a holistic, scientific yet applicable approach to the problem.:"
Electronic waste,"Waste electrical and electronic equipment
The European Commission (EC) of the EU has classified waste electrical and electronic equipment (WEEE) as the waste generated from electrical devices and household appliances like refrigerators, televisions, and mobile phones and other devices. In 2005 the EU reported total waste of 9 million tonnes and in 2020 estimates waste of 12 million tonnes. This electronic waste with hazardous materials if not managed properly, may end up badly affecting our environment and causing fatal health issues. Disposing of these materials requires a lot of manpower and properly managed facilities. Not only the disposal, manufacturing of these types of materials require huge facilities and natural resources (aluminum, gold, copper and silicon, etc.), ending up damaging our environment and pollution."
Electronic waste,"Considering the impact of WEEE materials make on our environment, EU legislation has made two legislations: the WEEE Directive and the RoHS Directive: Directive on usage and restrictions of hazardous materials in producing these Electrical and Electronic Equipment."
Electronic waste,"WEEE Directive
The WEEE Directive was implemented in February 2003, focusing on recycling electronic waste. This Directive offered many electronic waste collection schemes free of charge to the consumers (Directive 2002/96/EC).
The EC revised this Directive in December 2008, since this has become the fastest growing waste stream. In August 2012, the WEEE Directive was rolled out to handle the situation of controlling electronic waste and this was implemented on 14 February 2014 (Directive 2012/19/EU). On 18 April 2017, the EC adopted a common principle of carrying out research and implementing a new regulation to monitor the amount of WEEE. It requires each member state to monitor and report their national market data.
Annex III to the WEEE Directive (Directive 2012/19/EU): Re-examination of the timelines for waste collection and setting up individual targets."
Electronic waste,"WEEE Legislation
On 4 July 2012, the EC passed legislation on WEEE (Directive 2012/19/EU [6]). To know more about the progress in adopting the Directive 2012/19/EU (Progress [7]).
On 15 February 2014, the EC revised the Directive. To know more about the old Directive 2002/96/EC, see (Report [8])."
Electronic waste,"RoHS Directive
In 2003, the EC not only implemented legislation on waste collection but also the RoHS Directive on the alternative use of hazardous materials (Cadmium, mercury, flammable materials, polybrominated biphenyls, lead and polybrominated diphenyl ethers) used in the production of electronic and electric equipment (RoHS Directive 2002/95/EC).
This Directive was again revised in December 2008 and later again in January 2013 (RoHS recast Directive 2011/65/EU). In 2017, the EC has made adjustment to the existing Directive considering the impact assessmen and adopted to a new legislative proposal (RoHS 2 scope review). On 21 November 2017, the European Parliament and Council has published this legislation amending the RoHS 2 Directive in their official journal."
Electronic waste,European Commission legislation on batteries and accumulators (Batteries Directive)
Electronic waste,"Each year, the EU reports nearly 800 000 tons of batteries from automotive industry, industrial batteries of around 190 000 tons and consumer batteries around 160 000 tons entering the Europe region. These batteries are one of the most commonly used products in household appliances and other battery powered products in our day-to-day life. The important issue to look into is how this battery waste is collected and recycled properly, which has the consequences of resulting in hazardous materials release into the environment and water resources. Generally, many parts of these batteries and accumulators / capacitors can be recycled without releasing these hazardous materials release into our environment and contaminating our natural resources. The EC has rolled out a new Directive to control the waste from the batteries and accumulators known as 'Batteries Directive'[9] aiming to improve the collecting and recycling process of the battery waste and control the impact of battery waste on"
Electronic waste,collecting and recycling process of the battery waste and control the impact of battery waste on our environment. This Directive also supervises and administers the internal market by implementing required measures.
Electronic waste,"This Directive restricts the production and marketing of batteries and accumulators which contains hazardous materials and are harmful to the environment, difficult to collect and recycle them. Batteries Directive [10] targets on the collection, recycling and other recycling activities of batteries and accumulators, also approving labels to the batteries which are environment neutral. On 10 December 2020, The EC has proposed a new regulation (Batteries Regulation [11]) on the batteries waste which aims to make sure that batteries entering the European market are recyclable, sustainable and non-hazardous (Press release [12]).
Legislation:
In 2006, the EC has adopted the Batteries Directive and revised it in 2013.
-	On 6 September 2006, the European Parliament and European Council have launched Directives in waste from Batteries and accumulators (Directive 2006/66/EC [13]).
-	Overview of Batteries and accumulators Legislation [14]"
Electronic waste,"-	Overview of Batteries and accumulators Legislation [14]
Evaluation of Directive 2006/66/EC (Batteries Directive):"
Electronic waste,"Revising Directives could be based on the Evaluation [15] process, considering the fact of the increase in the usage of batteries with an increase in the multiple communication technologies, household appliances and other small battery-powered products. The increase in the demand of renewable energies and recycling of the products has also led to an initiative 'European Batteries Alliance (EBA)' which aims to supervise the complete value chain of production of more improved batteries and accumulators within Europe under this new policy act. Though the adoption of the Evaluation [16] process has been broadly accepted, few concerns rose particularly managing and monitoring the use of hazardous materials in the production of batteries, collection of the battery waste, recycling of the battery waste within the Directives. The evaluation process has definitely gave good results in the areas like controlling the environmental damage, increasing the awareness of recycling, reusable batteries"
Electronic waste,"controlling the environmental damage, increasing the awareness of recycling, reusable batteries and also improving the efficiency of the internal markets."
Electronic waste,"However, there are few limitations in the implementations of the Batteries Directive in the process of collecting batteries waste and recovering the usable materials from them. The evaluation process throws some light on the gap in this process of implementation and collaborate technical aspects in the process and new ways to use makes it more difficult to implement and this Directive maintains the balance with technological advancements. The EC's regulations and guidelines has made the evaluation process more impactful in a positive way. The participation of number of stakeholders in the evaluation process who are invited and asked to provide their views and ideas to improve the process of evaluation and information gathering. On 14 March 2018, stakeholders and members of the association participated to provide information about their findings, support and increase the process of Evaluation Roadmap [17]."
Electronic waste,European Union directives on e-waste
Electronic waste,"The European Union (EU) has addressed the e-waste issue by adopting several directives. In 2011 an amendment was made to a 2003 Directive 2002/95/EC regarding restriction of the use of hazardous materials in the planning and manufacturing process in the EEE. In the 2011 Directive, 2011/65/EU it was stated as the motivation for more specific restriction on the usage of hazardous materials in the planning and manufacturing process of electronic and electrical devices as there was a disparity of the EU Member State laws and the need arose to set forth rules to protect human health and for the environmentally sound recovery and disposal of WEEE. (2011/65/EU, (2)) The Directive lists several substances subject to restriction. The Directive states restricted substances for maximum concentration values tolerated by weight in homogeneous materials are the following: lead (0.1%); mercury (0.1%), cadmium (0.1%), hexavalent chromium (0.1%), polybrominated biphenyls (PBB) (0.1%) and"
Electronic waste,"(0.1%), cadmium (0.1%), hexavalent chromium (0.1%), polybrominated biphenyls (PBB) (0.1%) and polybrominated diphenyl ethers (PBDE) (0.1 %). If technologically feasible and substitution is available, the usage of substitution is required."
Electronic waste,"There are, however, exemptions in the case in which substitution is not possible from the scientific and technical point of view. The allowance and duration of the substitutions should take into account the availability of the substitute and the socioeconomic impact of the substitute. (2011/65/EU, (18))"
Electronic waste,"EU Directive 2012/19/EU regulates WEEE and lays down measures to safeguard the ecosystem and human health by inhibiting or shortening the impact of the generation and management of waste of WEEE. (2012/19/EU, (1)) The Directive takes a specific approach to the product design of EEE. It states in Article 4 that Member States are under the constraint to expedite the kind of model and manufacturing process as well as cooperation between producers and recyclers as to facilitate re-use, dismantling and recovery of WEEE, its components, and materials. (2012/19/EU, (4)) The Member States should create measures to make sure the producers of EEE use eco-design, meaning that the type of manufacturing process is used that would not restrict later re-use of WEEE. The Directive also gives Member States the obligation to ensure a separate collection and transportation of different WEEE. Article 8 lays out the requirements of the proper treatment of WEEE. The base minimum of proper treatment that is"
Electronic waste,out the requirements of the proper treatment of WEEE. The base minimum of proper treatment that is required for every WEEE is the removal of all liquids. The recovery targets set are seen in the following figures.
Electronic waste,"Under Annex I of Directive 2012/19/EU, the categories of EEE covered are as follows:"
Electronic waste,"Large household appliances
Small household appliances
IT and telecommunications equipment
Consumer equipment and photovoltaic panels
Lighting equipment
Electrical and electronic tools (with the exception of large-scale stationary industrial tools)
Toys, leisure and sports equipment
Medical devices (with the exception of all implanted and infected products)
Monitoring and control instruments
Autonomic dispensers
Minimum recovery targets referred in Directive 2012/19/EU starting from 15 August 2018:
WEEE falling within category 1 or 10 of Annex I
- 85% shall be recovered, and 80% shall be prepared for re-use and recycled;
WEEE falling within category 3 or 4 of Annex I
- 80% shall be recovered, and 70% shall be prepared for re-use and recycled;
WEEE falling  within category 2, 5, 6, 7, 8 or 9 of Annex I
-75% shall be recovered, and 55% shall be prepared for re-use and recycled;
For gas and discharged lamps, 80% shall be recycled."
Electronic waste,"For gas and discharged lamps, 80% shall be recycled.
In 2021, the European Commission proposed the implementation of a standardization – for iterations of USB-C – of phone charger products after commissioning two impact assessment studies and a technology analysis study. Regulations like this may reduce electronic waste by small but significant amounts as well as, in this case, increase device-interoperability, convergence and convenience for consumers while decreasing resource-needs and redundancy. The regulations were passed in June 2022, mandating that all phones sold in the EU to have USB-C charging ports by late 2024."
Electronic waste,"International agreements
A report by the United Nations Environment Management Group lists key processes and agreements made by various organizations globally in an effort to manage and control e-waste. Details about the policies could be retrieved in the links below."
Electronic waste,"International Convention for the Prevention of Pollution from Ships (MARPOL) (73/78/97)
Basel Convention on the Control of Transboundary Movements of Hazardous Wastes and their Disposal (1989)
Montreal Protocol on Ozone Depleting Substances (1989)
International Labour Organization (ILO) Convention on Chemicals, concerning safety in the use of chemicals at work (1990)
Organisation for Economic Cooperation and Development (OECD), Council Decision Waste Agreement (1992)
United Nations Framework Convention on Climate Change (UNFCCC) (1994)
International Conference on Chemicals Management (ICCM) (1995)
Rotterdam Convention on the Prior Informed Consent Procedure for Certain Hazardous Chemicals and Pesticides in International Trade (1998)
Stockholm Convention on Persistent Organic Pollutants (2001)
World Health Organisation (WHO), World Health Assembly Resolutions (2006–2016)"
Electronic waste,"World Health Organisation (WHO), World Health Assembly Resolutions (2006–2016)
Hong Kong International Convention for the Safe and Environmentally Sound Recycling of Ships (2009) Archived 23 January 2020 at the Wayback Machine
Minamata Convention on Mercury (2013)
Paris Climate Agreement (2015) under the United Nations Framework Convention on Climate Change
Connect 2020 Agenda for Global Telecommunication/ICT Development (2014)"
Electronic waste,Global trade issues
Electronic waste,"One theory is that increased regulation of electronic wastes and concern over the environmental harm in nature economies creates an economic disincentive to remove residues prior to export.  Critics of trade in used electronics maintain that it is still too easy for brokers calling themselves recyclers to export unscreened electronic waste to developing countries, such as China, India and parts of Africa, thus avoiding the expense of removing items like bad cathode ray tubes (the processing of which is expensive and difficult). The developing countries have become toxic dump yards of e-waste. Developing countries receiving foreign e-waste often go further to repair and recycle forsaken equipment. Yet still 90% of e-waste ended up in landfills in developing countries in 2003.  Proponents of international trade point to the success of fair trade programs in other industries, where cooperation has led to creation of sustainable jobs and can bring affordable technology in countries where"
Electronic waste,has led to creation of sustainable jobs and can bring affordable technology in countries where repair and reuse rates are higher.
